# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
overall_user_level: orders by the user_level of the agent as defined in the vicidial_users table a higher user_level will receive more calls|overall_user_level: ordonne par le user_level de l'agent comme défini dans la table vicidial_users, un user_level plus élévé recevra plus d'appels|
VICIDIAL LIST LOADER FUNCTIONALITY|FONCTIONNALITES DU CHARGEUR DE FICHES DE VICIDIAL|
The VICIDIAL basic web-based lead loader is designed simply to take a lead file - up to 8MB in size - that is either tab or pipe delimited and load it into the vicidial_list table. There is also a new beta version super lead loader that allows for field choosing and TXT- Plain Text, CSV- Comma Separated Values and XLS- Excel file formats. The lead loader does not do data validation or check for duplicates in itself or other lists, so that is something you need to do before you load the leads. Also, make sure that you have created the list that these leads are to be under so that you can use them. There is also the matter of time-zone-coding these leads. You may want to increase the frequency that the ADMIN_adjust_GMTnow_on_leads.pl is being run in the cron on your Asterisk server so that any loaded leads can be coded faster. Here is a list of the fields in their proper order for the lead files|Le chargeur de fiche web VICIDIAL basique est désigné simplement pour prendre un fichier de fiches - jusqu'à 8MB - qui sont délimités soit par des tabultaions soit par des pipes et les charges dans la table vicidial_list. Il y a aussi une nouvelle version super beta qui permet le choix des champs et l'utilisation des formats TXT- Plain Text, CSV- Comma Separated Value et XLS- format Excel. Le chargeur de fiches ne fait pas de validation des données ou de vérification des doublons dans le fichier ou dans d'autres listes, donc c'est quelquechose que vous devez faire avant de charger les fiches. De plus, vérifiez que vous avez créer la liste dans laquelle doivent être ces fiches. Il y a égalament le soucis de time-zone-coding de ces fiches. Vous pouvez vouloir augmenter la fréquence à laquelle le script ADMIN_adjust_GMTnow_on_leads.pl est lancé dans le cron sur votre serveur asterisk de sorte que toutes les fiches chargées puissent être codées plus rapidement. Voici une liste des champs dans l'ordre pour les fichiers de fiches|
NOTES: The Excel Lead loader functionality is enabled by a series of perl scripts and needs to have a properly configured /home/cron/AST_SERVER_conf.pl file in place on the web server. Also, a couple perl modules must be loaded for it to work as well - OLE-Storage_Lite and Spreadsheet-ParseExcel. You can check for runtime errors in these by looking at your apache error_log file|NOTES: La fonctionnalité Excel du chargeur de fiches est activée par une série de scripts perl et nécessite que le fichier /home/cron/AST_SERVER_conf.pl soit correctement configuré. De plus, certains modules perl doivent être chargés pour que cela fonctionne correctement - OLE-Storage_Lite et Spreadsheet-ParseExcel. Vous pouvez vérifier les erreurs de runtime dans le fichier error_log de apache|
Vendor Lead Code - shows up in the Vendor ID field of the GUI|Code vendeur de la fiche - montre dans le champ dID du vendeur de l'interface graphique|
Source Code - internal use only for admins and DBAs|Code source - usage interne uniquement pour les administrateurs et les administrateurs de la base de données|
List ID - the list number that these leads will show up under|Identifiant de la liste - le numéro de la liste dans laquelle seront ces fiches|
Phone Code - the prefix for the phone number - 1 for US, 01144 for UK, 01161 for AUS, etc|Code du téléphone - le préfixe pour le numéro de téléphone - 1 pour les USA, 0144 pour le Royaume-Uni, 01161 pour l'Australie, etc|
Phone Number - must be at least 8 digits long|Numéro de téléphone - doit contenir au moins 8 chiffres|
Title - title of the customer - Mr. Ms. Mrs, etc...|Titre - titre du client - Mr. Mme. Mlle., etc...|
NOTE: It can take up to 30 seconds for changes submitted on this screen to go live|NOTE: Il peut prendre jusqu'à 30 secondes pour que les chagements soumis sur cette écran soient pris en compte|
USER NOT ADDED - there is already a user in the system with this user number|UTILISATEUR NON AJOUTE - il y a déjà un utilisateur dans le système avec ce numéro d'utilisateur|
USER NOT ADDED - Please go back and look at the data you entered|UTILISATEUR NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
user id must be between 2 and 8 characters long|l'identifiant de l'utilisateur doit contenir entre 2 et 8 caractères|
full name and password must be at least 2 characters long|le nom et le mot de passe doivent contenir au moins 2 caractères|
CAMPAIGN NOT ADDED - there is already a campaign in the system with this ID|CAMPAGNE NON AJOUTEE - il existe déjà une campagne dans le système avec cet ID|
CAMPAIGN NOT ADDED - Please go back and look at the data you entered|CAMPAGNE NON AJOUTEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
campaign ID must be between 2 and 8 characters in length|l'ID de la campagne doit contenir entre 2 et 8 caractères|
campaign name must be between 6 and 40 characters in length|le nom de la campagne doit contenir entre 6 et 40 caractères|
CAMPAIGN STATUS NOT ADDED - there is already a campaign-status in the system with this name|STATUT DE LA CAMPAGNE NON AJOUTE - il y a déjà un statut de campagne dans le système avec ce nom|
CAMPAIGN STATUS NOT ADDED - there is already a global-status in the system with this name|STATUT DE LA CAMPAGNE NON AJOUTE - il y a déjà un statut global dans le système avec ce nom|
CAMPAIGN STATUS NOT ADDED - Please go back and look at the data you entered|STATUT DE LA CAMPAGNE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
status must be between 1 and 8 characters in length|le statut doit contenir entre 1 et 8 caractères|
status name must be between 2 and 30 characters in length|le nom du statut doit contenir entre 2 et 30 caractères|
CAMPAIGN HOT KEY NOT ADDED - there is already a campaign hot key in the system with this hot key|RACCOURCI CLAVIER DE LA CAMPAGNE NON AJOUTE - il y a déjà un raccourci clavier pour la campagne dans le système avec ce raccourci|
CAMPAIGN HOT KEY NOT ADDED - Please go back and look at the data you entered|RACCOURCI CLAVIER DE LA CAMPAGNE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
hot key must be a single character between 1 and 9|le raccourci clavier doit être un seul caractère entre 1 et 9|
LIST NOT ADDED - there is already a list in the system with this ID|LISTE NON AJOUTEE - il y a déjà une liste avec ce nom dans le système|
LIST NOT ADDED - Please go back and look at the data you entered|LISTE NON AJOUTEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
List ID must be between 2 and 8 characters in length|L'ID de la liste doit contenir entre 2 et 8 caractères|
List name must be at least 2 characters in length|Le nom de la liste doit contenir au moins 2 caractères|
GROUP NOT ADDED - there is already a group in the system with this ID|GROUPE NON AJOUTE - il y a déjà un groupe dans le système avec cet identifiant|
GROUP NOT ADDED - Please go back and look at the data you entered|GROUPE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Group ID must be between 2 and 20 characters in length and contain no|L'ID du groupe doit contenir entre 2 et 20 caractères et ne contenir aucun|
Group name and group color must be at least 2 characters in length|Le nom et la couleur du groupe doivent contenir au moins 2 caractères|
REMOTE AGENTS NOT ADDED - there is already a remote agents entry starting with this userID|AGENT DISTANT NON AJOUTE - il y a déjà un agent distant avec cet identifiant|
REMOTE AGENTS NOT ADDED - Please go back and look at the data you entered|AGENT DISTANT NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
User ID start and external extension must be at least 2 characters in length|Le début de l'ID de l'utilisateur et l'extension externe doivent contenir au moins 2 caractères|
USER GROUP NOT ADDED - there is already a user group entry with this name|GROUP D'UTILISATEURS NON AJOUTE - il y a déjà un groupe d'utilisateurs avec ce nom|
USER GROUP NOT ADDED - Please go back and look at the data you entered|GROUPE D'UTILISATEURS NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Group name and description must be at least 2 characters in length|Le nom et la description du groupe doivent contenir au moins 2 caractères|
USER NOT MODIFIED - Please go back and look at the data you entered|UTILISATEUR NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
